joint_state_pos_joint1,joint_state_vel_joint1,joint_state_acc_joint1,joint_state_effort_joint1,joint_state_pos_joint2,joint_state_vel_joint2,joint_state_acc_joint2,joint_state_effort_joint2,joint_state_pos_joint3,joint_state_vel_joint3,joint_state_acc_joint3,joint_state_effort_joint3,joint_state_pos_joint4,joint_state_vel_joint4,joint_state_acc_joint4,joint_state_effort_joint4
-2.2169487425583048e-16,-1.1358715845166564e-18,0.0,-5.952003455523328e-17,0.008231926158292375,-2.364808677487616e-16,0.0,-2.4695778474876438,-2.5104585200061366e-11,6.020622241495988e-18,0.0,2.5104818662691917e-09,2.2530368704706416,1.1009025314579934e-13,0.0,-1.7973107590487736
-2.2170969703075074e-16,-7.411387460131603e-18,0.0,7.951101091616594e-18,0.008231926158292375,-2.366750451084852e-16,0.0,-2.4695778474876438,-2.510458480595669e-11,1.970523393266187e-16,0.0,2.5104806821002777e-09,2.2530368704706416,1.1009024936076497e-13,0.0,-1.7973107590487736
-2.217090843777151e-16,3.063265178126533e-19,0.0,5.187971222092122e-17,0.008231926158292375,-2.3644189934771104e-16,0.0,-2.4695778474876438,-2.5104584784560793e-11,1.0697948337141066e-17,0.0,2.5104353180207074e-09,2.2530368704706416,1.1008819169405128e-13,0.0,-1.7973107590487736
-2.216983755343767e-16,5.354421669205075e-18,0.0,-2.1442856246885734e-18,0.008231926158292375,-2.3628608818196567e-16,0.0,-2.4695778474876438,-2.5104585063756387e-11,-1.3959779731949425e-16,0.0,2.510436249792662e-09,2.2530368704706416,1.1008883557550126e-13,0.0,-1.7973107590487734
-2.2168143475283758e-16,8.470390769567353e-18,0.0002715087151990758,-3.7480951684435526e-17,0.008231926158292375,-2.3618735069379797e-16,6.460755240734801e-05,-2.4695778474876438,-2.5104585585521735e-11,-2.608826748468559e-16,0.001608346174718042,2.5104370012713904e-09,2.2530368704706416,1.1008952548472468e-13,0.3674270349291897,-1.7973107590487734
1.1952834554540836e-06,0.0005976417278378825,0.0003907587858464484,-5.929273538697148e-17,0.008232117900063141,9.587088538309047e-05,0.00013015274885948784,-2.4695778474876438,7.227336396574337e-06,0.0036136807505799612,0.002279666629318164,2.510482016616763e-09,2.254512787943311,0.7379587363348447,0.5665947145230791,15.0
3.395787196628284e-06,0.0011002518705871002,0.0004240178349747485,-0.0044225487859300095,0.008232575450959786,0.00022877544832264611,0.0002445996001959628,-2.471073433299665,2.0285991095625873e-05,0.006529327349525768,0.0024156024906668693,-0.018791137392546283,2.2574541762475238,1.470694152106322,0.6836106730443735,15.0
6.434804465560574e-06,0.001519508634466145,0.000383072889765998,-0.008380920533463574,0.008233521462739762,0.00047300588998774087,0.0005131741092811171,-2.4732042670127763,3.8007605461878e-05,0.008860807183126063,0.0021069839770083442,-0.03467523585721137,2.2618505460287435,2.1981848906099626,0.7179370948493604,15.0
1.016591118703079e-05,0.0018655533607351078,0.00031097297906744015,-0.011923521334406188,0.008235294828132412,0.0008866826963255134,0.0011446232645399672,-2.4771515271717597,5.941031318922229e-05,0.010701353863672148,0.0016264094202839367,-0.048104796461832355,2.2676913674069517,2.9204106891040325,0.7096197195072802,15.0
1.4460225893409784e-05,0.0021471573531894974,0.00022350430178600972,-0.015092055762561087,0.008238323862011827,0.0015145169397076737,0.002276166479453285,-2.4838886888846528,8.36649570163446e-05,0.01212732191356115,0.0010710242462575693,-0.05944780063726196,2.2749660728595633,3.637352726305794,0.6723098247808084,15.0
1.9195135922497356e-05,0.0023674550145437864,0.00011677230738160694,-0.01792214665104159,0.008247380260759447,0.004528199373809946,0.0037314268311487127,-2.4942149126991677,0.00010997388337020932,0.013154463176932368,0.0004183827959897725,-0.06900310526942294,2.2836643408286417,4.349133984539252,0.5969859612873472,15.0
2.403745629407807e-05,0.002421160185790356,-2.7528930077332613e-06,-0.020411212286311077,0.008266270947784522,0.009445343512537356,0.005072056426185252,-2.5421370688350478,0.00013630952840158186,0.013167822515686272,-0.0002882051694542212,-0.07676970422167032,2.293491534540486,4.913596855922181,0.48571420272059695,11.928167582975728
2.8708465284872046e-05,0.002335504495396988,-0.00011601474875514383,-0.021755612559306158,0.0082975546526751,0.015641852445288703,0.00590240914309993,-2.6215614370234217,0.00016105442319342629,0.012372447395922219,-0.0009318742989972706,-0.0794700654185804,2.304153510591697,5.330988025605311,0.35739220411021266,8.840022280297344
3.299832875632676e-05,0.0021449317357273563,-0.0002075455672245843,-0.022090224524783143,0.008342300168821362,0.022372758073130508,0.006037288589310817,-2.723894182481867,0.00018306306109679447,0.011004318951684095,-0.001423657909265806,-0.0779676792989474,2.3153814294253374,5.613959416820224,0.23077178328370485,6.004596594561084
3.67567548887011e-05,0.001879213066187171,-0.000273194831508465,-0.02161418790131944,0.008399998065284164,0.028848948231401106,0.005448985781986361,-2.8382814217433188,0.000201580934584026,0.009258936743615769,-0.001746709708241099,-0.07332790086808158,2.3269309284532933,5.774749513977829,0.11420302493241685,3.416075292941983
3.9884046907279255e-05,0.0015636460092890772,-0.00031553399346046873,-0.020505842441045845,0.008468630298009412,0.03431611636262414,0.004187495703383342,-2.9527336430562228,0.00021617155581151566,0.0072953106137448286,-0.0019246808769736701,-0.06645277717648998,2.338581167748247,5.825119647476734,0.009015913353341176,1.0671002615496548
4.2322685229986894e-05,0.0012193191613538194,-0.00033850068279444565,-0.018922331446494925,0.008544852635251487,0.038111168621037354,0.002351462279557518,-3.055330834842207,0.00022665141851827998,0.00523993135338216,-0.0019877147439623924,-0.05809370864985701,2.3501338037951927,5.776318023472952,-0.08520473863234601,-1.0508620654557035
4.4049521925062554e-05,0.0008634183475378302,-0.00034588420123011387,-0.016999771175514627,0.008624251595214166,0.03969947998133906,0.00010605619282760478,-3.13512331989098,0.00023303265097489935,0.003190616228309682,-0.0019635459513501017,-0.048864798618740574,2.36141191746327,5.639056834038838,-0.1689829173943469,-2.9473849842979174
4.5068646840493944e-05,0.0005095624577156958,-0.00034141470184074704,-0.014853832817796852,0.00870164383149789,0.0386961181418618,-0.0022240979032186955,-3.182767678284341,0.0002354730501209832,0.001220199573041928,-0.001879244469458374,-0.039256346239044664,2.372258913678971,5.423498107850526,-0.2428076166886175,-4.632952346032882
4.5404973543010735e-05,0.00016816335125839635,-0.00032881251258655805,-0.01258066657206687,0.008771391845890568,0.034874007196339186,-0.004121640891411942,-3.190934921577249,0.00023423319170268436,-0.000619929209149415,-0.001761873213412256,-0.029648302877293437,2.3825374142743434,5.139250297686229,-0.307118858241044,-6.118709605070004
4.509761991829036e-05,-0.0001536768123601897,-0.0003111529230808534,-0.010258138167452205,0.008828179966052448,0.02839406008094067,-0.00518253882312654,-3.1545276617123004,0.00022963017353841,-0.0023015090821371853,-0.0016317685366326676,-0.020323673124521113,2.392128284813107,4.795435269381778,-0.3624228416278519,-7.416467608308443
4.4182508544130775e-05,-0.0004575556870797902,-0.00028997716588635155,-0.007943786297167443,0.008873534995440996,0.02267751469427389,-0.0055782015134561835,-3.074364891029879,0.00022187560269575296,-0.0038772854213285184,-0.0014936415990802992,-0.011455471943141626,2.400931647160509,4.401681173701198,-0.4094608719183488,-8.538646185530673
4.270421852151668e-05,-0.0007391450113070464,-0.00026537095976714826,-0.005633611899283561,0.008908719325802717,0.017592165180860948,-0.0059895436508843715,-3.0022232190464653,0.00021123364886591728,-0.00532097691491784,-0.0013394332694752762,-0.002801133162950529,2.408862958133911,3.9656554867009954,-0.4489239789689363,-9.503352391927242
4.071504992128455e-05,-0.0009945843001160652,-0.00023671590255455087,-0.003366828625125112,0.008933512185352242,0.012396429774762272,-0.006911725239787849,-2.936498275453766,0.00019802471521435417,-0.006604466825781559,-0.001160498543525804,0.005481519688012023,2.4158509981269995,3.494019996544255,-0.480086723387781,-10.326073000657011
3.827851391324648e-05,-0.0012182680040190373,-0.0002032798233274596,-0.001180919883450305,0.008943053659318696,0.004770736983227464,-0.008168828492844084,-2.866000102227097,0.00018267174479613893,-0.007676485209107618,-0.0009549585437764966,0.013219862607461587,2.421835357630918,2.992179751959252,-0.49990049961050365,-11.018794592340234
3.545520549122985e-05,-0.0014116542110083126,-0.00016607693952569642,0.0008721732454836633,0.00893336283074659,-0.004845414286053447,-0.009241864303021244,-2.754477152544019,0.00016555309785755456,-0.008559323469292187,-0.000734292266278659,0.020115251565902208,2.426767590705631,2.4661165373564335,-0.5064801406670217,-11.590689052997229
3.234252998493521e-05,-0.0015563377531473228,-0.0001302706622751936,0.0027905383788409555,0.008903388374674921,-0.01498722803583448,-0.009906733188083721,-2.6073276349331898,0.00014723172201953812,-0.009160687919008214,-0.0005310934170966331,0.02624130756069025,2.430673320877467,1.9528650859180634,-0.5048418644333357,-12.052391682623211
2.9041719388866933e-05,-0.0016504052980341368,-0.00010276701683481157,0.004425858275060795,0.008853952186066116,-0.024718094304403058,-0.010330909241609797,-2.446208091864907,0.00012826568008138237,-0.009483020969077873,-0.0003836517935266572,0.031080267393094108,2.4336135928775544,1.4701360000436454,-0.5049222094970564,-12.503657626719008
2.5568280600279747e-05,-0.0017367193942935929,-8.594878299235332e-05,0.0057444932084611145,0.008783262163814348,-0.03534501112588436,-0.010665427986970748,-2.285414241253819,0.0001087099954161451,-0.009777842332618632,-0.0003023498035972707,0.034588536837271935,2.4355479056791007,0.9671564007731076,-0.512066435805741,-13.000404572535816
2.193730622067843e-05,-0.001815487189800658,-7.650485104664562e-05,0.007043379639995833,0.008690375742060764,-0.046443210876791714,-0.010831557770382059,-2.104803482256061,8.861618130807441e-05,-0.010046907054035346,-0.0002654697435903845,0.03801821212146976,2.4364439035980507,0.44799895947490637,-0.5236536386466354,-13.417775994064472
1.816223069624051e-05,-0.0018875377622189595,-7.036441233717846e-05,0.008320949084511545,0.008575188051660621,-0.05759384520007137,-0.01068385733518399,-1.9104645594663232,6.802512489285398e-05,-0.010295528207610212,-0.00024825634950419694,0.041372917139370184,2.4362760585993213,-0.08392249936477875,-0.5350830327543984,-13.769588082095222
1.4253952242976917e-05,-0.001954139226631796,-6.58840745551175e-05,0.009580318196275988,0.008438399362619692,-0.06839434452046465,-0.010163836842712132,-1.708648737497069,4.696251203439796e-05,-0.01053130642922801,-0.00024069903500228626,0.044675128548749866,2.4350243753417935,-0.6258416287639981,-0.5444902807774147,-14.069273257496972
1.0220241199846597e-05,-0.00201685552156516,-6.292959671238608e-05,0.010828184137828418,0.008281466979360086,-0.0784661916298032,-0.009279794613978001,-1.5056046409789727,2.5436125874176135e-05,-0.010763193080110913,-0.00024167512951035666,0.04796028094271129,2.432673114796732,-1.1756302725308627,-0.5519819893721714,-14.329950918685737
6.0653684335474515e-06,-0.0020774363831495726,-6.132959944191141e-05,0.012073940410954193,0.008106547284824758,-0.08745984726766379,-0.008044848122087452,-1.3074472193610345,3.434483893653702e-06,-0.011000820990261216,-0.0002498914547668582,0.05127235281315225,2.429209543489768,-1.7317856534819218,-0.5576522258812431,-14.564387065153305
1.7898449851961138e-06,-0.002137761724175669,-6.041287934214351e-05,0.013328980995301505,0.007916431182637684,-0.09505805109353643,-0.006455812050950534,-1.1200664764324648,-1.907391372805842e-05,-0.011254198810856061,-0.0002612636202709642,0.054660656561933356,2.4246226404419855,-2.2934515238912816,-0.560874452956578,-14.78575591831298
-2.609306062934093e-06,-0.0021995755240651034,-5.947250341238174e-05,0.014606363072207341,0.007714500760883305,-0.10096521087718952,-0.00451448274820325,-0.9490585883883087,-4.213842424360653e-05,-0.011532255257774054,-0.000271584623932156,0.05817838542708213,2.418902482470469,-2.860078985758341,-0.5609053629562075,-15.0
